cp,tp
0,0.000280824
0,0.000272416
0,0.000272416
0,0.000269053
0,0.000269053
0,0.000267371
0,0.000267371
0,0.00026569
0,0.00026569
0,0.00026569
0,0.000264008
0,0.000264008
0,0.000264008
0,0.000264008
0,0.000260645
0,0.000258963
0,0.000257282
0,0.000253919
0,0.000252237
0,0.000250555
0,0.000247192
0,0.000248874
0,0.000248874
0,0.000250555
0,0.000250555
0,0.000252237
0,0.000252237
0,0.000253919
0,0.000253919
0,0.000252237
0,0.000250555
0,0.000247192
0,0.000247192
0,0.000247192
0,0.000245511
0,0.000245511
0,0.000245511
0,0.000243829
0,0.000243829
0,0.000242148
0,0.000243829
0,0.000243829
0,0.000245511
0,0.000245511
0,0.000243829
0,0.000243829
0,0.000242148
0,0.000242148
0,0.000240466
0,0.000238784
0,0.000237103
0,0.000230376
0,0.00022365
0,0.000216924
0,0.000211879
0,0.000206834
0,0.00020179
0,0.000196745
0,0.000193382
0,0.0001917
0,0.000188337
0,0.000186655
0,0.000186655
0,0.000188337
0,0.000188337
0,0.000190019
0,0.0001917
0,0.000193382
0,0.000193382
0,0.000193382
0,0.000195063
0,0.000198426
0,0.00020179
0,0.00020179
0,0.00020179
0,0.00020179
0,0.000200108
0,0.000196745
0,0.000193382
0,0.000188337
0,0.000184974
0,0.000179929
0,0.000174884
0,0.000171521
0,0.000168158
0,0.000166476
0,0.000163113
0,0.00015975
0,0.00015975
0,0.000161432
0,0.000163113
0,0.000163113
0,0.00015975
0,0.000156387
0,0.000153024
0,0.000151342
0,0.000153024
0,0.000153024
0,0.000154705
0,0.000154705
5.85E-07,0.000158069
5.85E-07,0.00015975
1.17E-06,0.000163113
1.17E-06,0.000166476
1.17E-06,0.000171521
1.17E-06,0.000174884
1.17E-06,0.000178247
1.17E-06,0.000179929
1.17E-06,0.000181611
1.17E-06,0.000183292
1.17E-06,0.000184974
1.17E-06,0.000188337
1.17E-06,0.000193382
1.76E-06,0.000195063
1.76E-06,0.000196745
1.17E-06,0.000195063
1.17E-06,0.000195063
1.17E-06,0.000193382
1.17E-06,0.000195063
1.17E-06,0.000196745
1.17E-06,0.000200108
1.17E-06,0.00020179
1.17E-06,0.000203471
1.17E-06,0.000205153
1.17E-06,0.000206834
1.17E-06,0.000208516
5.85E-07,0.000211879
5.85E-07,0.000215242
0,0.000216924
0,0.000218605
0,0.000221969
0,0.00022365
0,0.00022365
0,0.000225332
0,0.000228695
0,0.000230376
0,0.000232058
0,0.000235421
0,0.000235421
0,0.000237103
0,0.000237103
0,0.000238784
0,0.000240466
0,0.000240466
0,0.000243829
5.85E-07,0.000243829
5.85E-07,0.000245511
1.17E-06,0.000245511
5.85E-07,0.000247192
5.85E-07,0.000250555
0,0.000253919
0,0.000257282
0,0.000264008
0,0.000269053
0,0.000274098
0,0.000279142
0,0.000280824
0,0.000282505
0,0.000284187
0,0.000285869
0,0.00028755
0,0.000290913
0,0.000294276
0,0.000292595
0,0.000290913
0,0.000289232
0,0.00028755
0,0.000282505
0,0.000280824
0,0.000279142
0,0.000275779
0,0.000270734
0,0.000267371
0,0.000264008
0,0.000264008
0,0.000264008
0,0.000264008
0,0.000264008
0,0.00026569
0,0.000267371
0,0.000270734
0,0.000272416
0,0.000272416
0,0.000270734
0,0.000270734
0,0.000269053
0,0.000269053
0,0.000269053
0,0.000269053
0,0.000272416
0,0.000277461
0,0.000282505
0,0.00028755
0,0.000290913
0,0.000292595
0,0.000294276
0,0.000295958
0,0.000301003
0,0.000304366
0,0.000309411
0,0.000311092
0,0.000312774
0,0.000312774
0,0.000314455
0,0.000314455
0,0.000316137
0,0.000316137
0,0.000316137
0,0.0003195
0,0.000322863
0,0.000327908
0,0.000331271
0,0.000334634
0,0.000337998
0,0.000339679
0,0.000343042
0,0.000346405
0,0.00035145
0,0.000354813
0,0.000356495
0,0.000356495
0,0.000358177
0,0.000358177
0,0.000358177
0,0.000358177
0,0.000359858
0,0.000358177
0,0.000356495
0,0.000356495
0,0.000356495
0,0.000358177
0,0.000358177
0,0.000359858
0,0.000359858
0,0.000359858
0,0.000356495
0,0.00035145
0,0.000346405
0,0.000341361
0,0.000336316
0,0.00032959
0,0.000324545
0,0.000317819
0,0.000311092
0,0.000306048
0,0.000301003
0,0.00029764
0,0.000294276
0,0.000290913
0,0.00028755
0,0.00028755
0,0.00028755
0,0.00028755
0,0.000289232
0,0.000289232
0,0.000290913
0,0.000290913
0,0.000294276
0,0.000295958
0,0.00029764
0,0.000299321
0,0.000302684
0,0.000304366
0,0.000307729
0,0.000307729
0,0.000306048
0,0.000302684
0,0.000301003
0,0.00029764
0,0.000294276
0,0.000292595
0,0.000289232
0,0.000292595
0,0.000294276
0,0.000294276
0,0.000295958
0,0.000299321
0,0.000302684
0,0.000307729
0,0.000312774
0,0.000317819
0,0.000322863
0,0.000327908
0,0.000334634
0,0.000341361
0,0.000348087
0,0.000356495
0,0.000363221
0,0.000368266
0,0.000374992
0,0.000381719
0,0.000386763
0,0.000391808
0,0.000396853
0,0.000401898
0,0.000408624
0,0.00041535
0,0.000420395
0,0.00042544
0,0.000430484
0,0.000435529
0,0.000440574
0,0.000448982
0,0.000455708
0,0.000464116
0,0.000472524
0,0.000480932
0,0.000491021
0,0.000499429
0,0.000504474
0,0.000509519
0,0.000516245
0,0.00052129
0,0.000526335
0,0.000531379
0,0.000536424
0,0.00054315
0,0.000548195
0,0.000554921
0,0.000561648
0,0.000566692
0,0.000570056
0,0.000571737
0,0.000573419
0,0.000571737
0,0.000571737
0,0.000570056
0,0.000570056
0,0.000568374
0,0.000565011
0,0.000563329
0,0.000558285
0,0.000554921
0,0.000551558
0,0.000549877
0,0.000546513
0,0.000541469
0,0.000534742
0,0.000529698
0,0.000528016
0,0.000522971
0,0.000517927
0,0.000512882
0,0.000514563
0,0.000517927
0,0.00052129
0,0.000524653
0,0.000538106
0,0.000558285
0,0.000576782
0,0.000596961
0,0.00061714
0,0.000637319
0,0.000655816
0,0.000677677
0,0.000704582
0,0.000728124
0,0.000753348
0,0.000739895
0,0.00071299
0,0.000686085
0,0.000662542
0,0.000615458
0,0.000565011
0,0.000516245
0,0.00047925
0,0.000477569
0,0.000474206
0,0.000472524
0,0.000462434
0,0.000442256
0,0.000423758
0,0.000403579
0,0.0003834
0,0.000363221
0,0.000343042
0,0.000324545
0,0.000327908
0,0.000337998
0,0.000346405
0,0.00035145
0,0.000343042
0,0.000332953
0,0.000322863
0,0.000314455
0,0.000317819
0,0.000322863
0,0.000326226
0,0.000346405
0,0.000371629
0,0.000395171
0,0.000410305
0,0.000422077
0,0.000423758
0,0.000423758
0,0.000420395
0,0.000396853
0,0.000373311
0,0.00035145
0,0.000353132
0,0.000366584
0,0.000380037
0,0.00039349
0,0.000408624
0,0.000423758
0,0.000437211
0,0.000438892
0,0.000438892
0,0.000435529
0,0.000433848
0,0.000433848
0,0.000443937
0,0.000455708
0,0.000464116
0,0.000464116
0,0.000455708
0,0.000445619
0,0.000437211
0,0.000445619
0,0.000459071
0,0.000472524
0,0.000482613
0,0.000470842
0,0.000438892
0,0.000406942
0,0.000380037
0,0.000364903
0,0.000348087
0,0.000332953
0,0.000324545
0,0.000316137
0,0.000309411
0,0.000302684
0,0.000294276
0,0.000284187
0,0.000274098
0,0.000258963
0,0.000279142
0,0.000299321
0,0.000317819
0,0.000334634
0,0.000343042
0,0.00035145
0,0.000358177
0,0.000368266
0,0.000388445
0,0.000410305
0,0.000432166
0,0.000448982
0,0.000460753
0,0.000472524
0,0.000464116
0,0.000445619
0,0.000398534
0,0.000353132
0,0.000314455
0,0.000304366
0,0.000292595
0,0.000280824
0,0.000269053
0,0.000258963
0,0.000247192
0,0.000237103
0,0.000282505
0,0.000346405
0,0.000411987
0,0.000437211
0,0.000484295
0,0.000502792
0,0.00052129
0,0.000512882
0,0.000418713
0,0.000324545
0,0.000232058
0,0.000193382
0,0.000181611
0,0.000171521
0,0.00015975
0,0.000146297
0,0.000132845
0,0.000121074
0,0.000104258
0,0.00010594
0,0.000109303
0,0.000110984
0,0.000110984
0,0.000107621
0,0.000104258
0,0.000100895
0,0.000129482
0,0.000171521
0,0.000211879
0,0.000252237
0,0.000282505
0,0.000309411
0,0.000336316
0,0.000336316
0,0.000327908
0,0.000279142
0,0.000228695
0,0.000190019
0,0.000181611
0,0.000173203
0,0.000163113
0,0.000136208
0,0.000124437
0,0.000112666
0,0.000100895
0,9.59E-05
0,9.08E-05
0,8.91E-05
0,7.74E-05
0,0.000131163
0,0.000200108
0,0.000267371
0,0.000304366
0,0.000238784
0,0.000174884
0,0.000112666
0,9.59E-05
0,9.59E-05
0,9.75E-05
0,0.000100895
0,0.000102576
0,0.000107621
0,0.000110984
0,0.000126118
0,0.000131163
0,0.000129482
0,0.000126118
0,0.000132845
0,0.000166476
0,0.000200108
0,0.000232058
0,0.000238784
0,0.000218605
0,0.000196745
0,0.000176566
0,0.000184974
0,0.000203471
0,0.000221969
0,0.000252237
0,0.000262326
0,0.000277461
0,0.000292595
0,0.000311092
0,0.000334634
0,0.000359858
0,0.000381719
0,0.000386763
0,0.000432166
0,0.00047925
0,0.000526335
0,0.000524653
0,0.000507837
0,0.000491021
0,0.000477569
0,0.000465798
0,0.000455708
0,0.000443937
0,0.000435529
0,0.000428803
0,0.000423758
0,0.000420395
0,0.00041535
5.85E-07,0.000408624
5.85E-07,0.000401898
1.17E-06,0.000395171
5.85E-07,0.000391808
5.85E-07,0.000388445
0,0.000386763
0,0.0003834
0,0.000380037
0,0.000378355
0,0.000378355
0,0.000374992
0,0.000373311
0,0.000369948
0,0.000368266
0,0.000366584
0,0.000369948
0,0.000371629
0,0.000374992
5.85E-07,0.000378355
1.17E-06,0.000380037
1.17E-06,0.0003834
1.76E-06,0.0003834
3.51E-06,0.000380037
5.27E-06,0.000376674
6.44E-06,0.000373311
8.19E-06,0.000368266
7.02E-06,0.000366584
6.44E-06,0.000363221
5.85E-06,0.000358177
5.85E-06,0.000359858
6.44E-06,0.000356495
7.02E-06,0.00035145
7.61E-06,0.000349769
8.19E-06,0.000346405
8.78E-06,0.000344724
8.78E-06,0.000343042
9.95E-06,0.000343042
1.40E-05,0.000348087
1.93E-05,0.000354813
2.46E-05,0.00036154
2.93E-05,0.000368266
3.22E-05,0.000373311
3.51E-05,0.000380037
3.86E-05,0.000385082
3.75E-05,0.000390127
3.51E-05,0.000391808
3.22E-05,0.00039349
2.98E-05,0.000395171
2.75E-05,0.000403579
2.58E-05,0.00041535
2.40E-05,0.000427121
2.87E-05,0.000443937
2.46E-05,0.000452345
2.52E-05,0.000464116
2.63E-05,0.000474206
2.87E-05,0.000484295
3.51E-05,0.000487658
4.21E-05,0.000492703
4.86E-05,0.000496066
5.27E-05,0.000504474
5.79E-05,0.000524653
6.26E-05,0.000544832
6.73E-05,0.000566692
7.84E-05,0.000586871
9.25E-05,0.00060705
0.000105935,0.000627229
0.000125249,0.000659179
0.000115299,0.000675995
0.000100667,0.000679358
8.55E-05,0.000684403
7.49E-05,0.000697856
7.61E-05,0.000741577
7.73E-05,0.000785298
7.73E-05,0.000827337
6.38E-05,0.000825656
6.85E-05,0.000822293
7.37E-05,0.000818929
7.90E-05,0.000813885
6.85E-05,0.00077689
5.27E-05,0.000729806
3.63E-05,0.00068104
2.98E-05,0.000644045
2.40E-05,0.00060705
1.81E-05,0.000570056
1.17E-05,0.000533061
7.02E-06,0.000502792
5.27E-06,0.000492703
3.51E-06,0.000482613
1.17E-06,0.000472524
0,0.00045739
0,0.00045739
0,0.000455708
0,0.000455708
0,0.000452345
0,0.000450663
0,0.000448982
0,0.000445619
0,0.000440574
0,0.000435529
0,0.000430484
0,0.000427121
0,0.000428803
0,0.000428803
0,0.000430484
0,0.000432166
0,0.000438892
0,0.000443937
0,0.000448982
0,0.000454027
0,0.00045739
0,0.000460753
0,0.000462434
0,0.000462434
0,0.000460753
0,0.000460753
0,0.000460753
0,0.000462434
0,0.000464116
0,0.000465798
0,0.000464116
0,0.000460753
0,0.000460753
0,0.000459071
0,0.000454027
0,0.000448982
0,0.000443937
0,0.000435529
0,0.000430484
0,0.000423758
0,0.000417032
0,0.000410305
0,0.000403579
0,0.000396853
0,0.000390127
0,0.000386763
0,0.000381719
0,0.000374992
0,0.000368266
0,0.000366584
5.85E-07,0.000363221
5.85E-07,0.00036154
1.17E-06,0.000359858
5.85E-07,0.000358177
5.85E-07,0.000356495
0,0.000353132
0,0.000353132
0,0.00035145
0,0.00035145
0,0.00035145
0,0.000348087
0,0.000346405
0,0.000344724
0,0.000343042
0,0.000341361
0,0.000339679
0,0.000337998
0,0.000334634
0,0.000331271
0,0.00032959
0,0.000327908
0,0.000327908
0,0.000327908
0,0.00032959
0,0.00032959
0,0.000339679
0,0.00035145
0,0.00036154
0,0.000373311
0,0.000386763
0,0.000401898
0,0.00041535
0,0.000432166
0,0.000420395
0,0.000413669
0,0.000403579
0,0.000391808
0,0.000366584
0,0.000341361
0,0.000316137
0,0.000295958
0,0.00028755
0,0.000280824
0,0.000272416
0,0.000274098
5.85E-07,0.000279142
5.85E-07,0.000282505
1.17E-06,0.000292595
1.17E-06,0.000299321
1.17E-06,0.000307729
1.17E-06,0.000317819
1.17E-06,0.000331271
5.85E-07,0.000358177
5.85E-07,0.0003834
0,0.000410305
0,0.000435529
0,0.000487658
0,0.000539787
0,0.000591916
5.85E-07,0.000674314
1.17E-06,0.000765119
1.17E-06,0.000855924
1.17E-06,0.000928232
1.17E-06,0.000998858
1.17E-06,0.001082937
1.17E-06,0.001165335
1.17E-06,0.001239324
4.68E-06,0.00128809
7.61E-06,0.001336856
1.05E-05,0.00138394
1.29E-05,0.001424298
1.70E-05,0.001432706
2.17E-05,0.001439432
2.58E-05,0.001446159
2.69E-05,0.001461293
2.75E-05,0.00147979
2.81E-05,0.001496606
3.10E-05,0.001525193
3.16E-05,0.001530238
3.16E-05,0.001518467
3.10E-05,0.001505014
3.34E-05,0.001499969
4.27E-05,0.001518467
5.21E-05,0.001538646
6.09E-05,0.001557143
7.20E-05,0.001609272
7.84E-05,0.001647948
8.55E-05,0.001684943
9.13E-05,0.001721938
0.00011647,0.001792564
0.000146904,0.001876643
0.000177339,0.001959041
0.000197238,0.002022941
0.000228843,0.00209693
0.000270983,0.002172601
0.000312537,0.002246591
0.0003617,0.002318899
0.000431348,0.002387843
0.000501581,0.002456788
0.000570059,0.002524051
0.000628001,0.002577862
0.000625074,0.002567772
0.000618051,0.002552638
0.000611028,0.002537504
0.000620392,0.002535822
0.000635024,0.002537504
0.000649656,0.002539186
0.000620978,0.002500509
0.000601078,0.002482012
0.0005525,0.002438291
0.000503337,0.002391207
0.000471732,0.002360938
0.000490461,0.002372709
0.000508019,0.00238448
0.000526163,0.002396251
0.000533771,0.002396251
0.000546648,0.002423157
0.000559524,0.00244838
0.0005724,0.002473604
0.000557768,0.002460151
0.000533771,0.002433246
0.000510946,0.002406341
0.000523236,0.00241643
0.000558938,0.002456788
0.000611028,0.00251228
0.000664288,0.002569454
0.000706428,0.002623265
0.000720474,0.002668667
0.000734521,0.002715752
0.000746227,0.002759473
0.000753835,0.002779652
0.000779587,0.002816646
0.000804754,0.002851959
0.000829921,0.002887273
0.000811777,0.002868775
0.000779587,0.002831781
0.000746812,0.002794786
0.000734521,0.002774607
0.000745056,0.002786378
0.000779002,0.002830099
0.000812363,0.00287382
0.000824068,0.002895681
0.000767296,0.002851959
0.000709939,0.00280992
0.000656679,0.00276788
0.000656679,0.002769562
0.000670141,0.002759473
0.000685943,0.002751065
0.00070116,0.002740975
0.00070116,0.002722478
0.000695308,0.002698936
0.00069004,0.002675394
0.000663703,0.002712388
0.000729839,0.002737612
0.000795975,0.002761154
0.000855088,0.002781333
0.000904251,0.002803194
0.000965705,0.002840188
0.001026574,0.002878865
0.001133679,0.002973033
0.001258343,0.003077291
0.001380665,0.003174823
0.001502403,0.003270673
0.001598973,0.003349707
0.001757583,0.003484234
0.001916778,0.00361876
0.002029151,0.003709565
0.002093531,0.003760013
0.00218542,0.003845773
0.002276137,0.003929852
0.002382072,0.004025702
0.002425383,0.004061015
0.002452305,0.004077831
0.002490933,0.0041081
0.002593357,0.004197223
0.002606818,0.004188815
0.002620279,0.004180408
0.00262145,0.004156865
0.002620279,0.004128279
0.002627303,0.0041081
0.002634326,0.004087921
0.002612671,0.0040442
0.002606233,0.004015613
0.002602136,0.003988707
0.002595698,0.003960121
0.002573457,0.003909673
0.002531317,0.003834002
0.002489178,0.003758331
0.002439429,0.003674252
0.002348711,0.003551497
0.002236339,0.003408562
0.002123966,0.003265628
0.002022128,0.003134465
0.002019787,0.003121012
0.002019201,0.003109241
0.002047294,0.003124375
0.002139768,0.003206773
0.002224633,0.003287489
0.002310083,0.003369886
0.002467522,0.003521228
0.002694609,0.003748242
0.002935158,0.003993752
0.003174535,0.0042359
0.003322025,0.004388924
0.003378797,0.004457868
0.003436154,0.004526813
0.003518678,0.004620982
0.003646853,0.004762234
0.003782637,0.004911895
0.003919006,0.005061555
0.003966999,0.005148998
0.003964072,0.005182629
0.003956464,0.005209534
0.003944173,0.005231395
0.003886816,0.005191037
0.003758641,0.005083416
0.003630465,0.004974113
0.003468344,0.004834542
0.00336475,0.004753826
0.0033548,0.004762234
0.003343095,0.004772324
0.003299199,0.004731966
0.003236575,0.004669747
0.003171024,0.004605847
0.003106058,0.004541947
0.003039337,0.004474684
0.002968518,0.00438556
0.00289653,0.004294755
0.0028977,0.004277939
0.002880142,0.0042359
0.002811665,0.00414005
0.002743773,0.004045881
0.002688171,0.003973573
0.002703389,0.003983663
0.002720947,0.003997115
0.002732652,0.00400216
0.002753137,0.004018976
0.002824541,0.004094647
0.002895359,0.004172
0.003007147,0.004281302
0.003125372,0.004402376
0.003235989,0.004516724
0.003346021,0.004631071
0.003400452,0.004674792
0.003454883,0.004718513
0.003507557,0.004762234
0.003509898,0.004753826
0.00342913,0.004657976
0.003348362,0.004562126
0.003241257,0.004441052
0.003201458,0.00439565
0.003192094,0.004383879
0.003181559,0.004372108
0.003147028,0.004340158
0.00306743,0.004266168
0.002987833,0.004192179
0.002940425,0.004153502
0.00296091,0.004185452
0.003005391,0.004237581
0.003049872,0.00428971
0.003097864,0.004350247
0.003113082,0.004373789
0.003118934,0.004387242
0.003118349,0.004393968
0.003079136,0.004358655
0.003079136,0.004360337
0.003079721,0.0043637
0.003073283,0.004350247
0.002987247,0.004252716
0.002837417,0.004094647
0.002687001,0.003936579
0.00260038,0.003820549
0.002562337,0.003741515
0.002528391,0.003667526
0.002485081,0.003585128
0.002423627,0.003482552
0.002406068,0.003423697
0.00238851,0.003364841
0.00234637,0.003292533
0.002281405,0.003205091
0.002212927,0.003119331
0.002143865,0.003030207
0.002143865,0.003025162
0.002109334,0.002986486
0.002074802,0.00294781
0.002062512,0.002934357
0.002085337,0.002962944
0.002072461,0.002946128
0.002060171,0.002929312
0.002030321,0.002902407
0.00200691,0.002877183
0.001989937,0.002855323
0.001972964,0.002833462
0.00192029,0.002781333
0.001866444,0.002727523
0.001812014,0.002673712
0.001758168,0.002623265
0.001715443,0.002591315
0.00168735,0.002579544
0.001660427,0.002567772
0.0016019,0.002529096
0.001546298,0.002505554
0.001494794,0.00249042
0.001445046,0.002473604
0.001414026,0.002456788
0.001360181,0.002441654
0.001306335,0.002424838
0.001256002,0.002402978
0.001215032,0.002389525
0.001177575,0.002389525
0.001140702,0.002389525
0.001123729,0.002419793
0.001150067,0.00249042
0.001181672,0.002564409
0.001201571,0.002628309
0.001186354,0.002658578
0.001213862,0.002725841
0.001241955,0.002793104
0.001300483,0.002897362
0.001351402,0.002973033
0.00138008,0.00301171
0.001408759,0.003048704
0.001419879,0.003073928
0.001410514,0.003023481
0.001400565,0.00296967
0.001381251,0.002917541
0.001334429,0.002868775
0.00127356,0.002818328
0.001212691,0.002766199
0.001213277,0.002759473
0.001222641,0.002779652
0.001219129,0.002799831
0.001216203,0.002820009
0.001246637,0.002885591
0.001277657,0.002949491
0.00131687,0.003020117
0.001346134,0.00307561
0.001321553,0.003085699
0.001297556,0.003094107
0.001301068,0.003146236
0.001309847,0.003176504
0.0013157,0.003188275
0.001320967,0.003201728
0.001303409,0.003183231
0.001234346,0.003122694
0.001165869,0.003063839
0.00109271,0.002998257
0.001026574,0.002920904
0.000979166,0.002846915
0.000931759,0.002772925
0.000885522,0.002690528
0.000850406,0.002623265
0.000818215,0.002557683
0.000781343,0.002492101
0.000707598,0.002397933
0.000635609,0.002258362
0.000564206,0.002120472
0.000487535,0.001975856
0.000480511,0.001943906
0.000539624,0.002014533
0.000599322,0.002085159
0.000632098,0.002113746
0.00059464,0.00207507
0.000549574,0.002027985
0.000503337,0.001975856
0.000444224,0.001906912
0.000369309,0.001848056
0.000294394,0.001790883
0.000240548,0.001760614
0.000201335,0.001718575
0.000160951,0.001652993
0.000120567,0.001589093
9.66E-05,0.001536964
8.90E-05,0.00154369
8.14E-05,0.001550417
6.50E-05,0.001550417
4.33E-05,0.001536964
5.03E-05,0.001530238
5.62E-05,0.001523511
6.44E-05,0.00152183
6.32E-05,0.001469701
5.74E-05,0.001395711
5.15E-05,0.001321722
5.03E-05,0.001264548
5.44E-05,0.001254459
5.85E-05,0.001246051
6.20E-05,0.001232598
6.15E-05,0.001214101
5.79E-05,0.00120233
5.44E-05,0.001190559
5.44E-05,0.001180469
5.21E-05,0.001173743
4.86E-05,0.001167016
4.62E-05,0.001161972
5.21E-05,0.001158609
5.27E-05,0.001167016
5.27E-05,0.001175424
4.57E-05,0.001173743
3.51E-05,0.00116029
2.98E-05,0.001148519
2.40E-05,0.001135066
1.64E-05,0.001123295
1.29E-05,0.001113206
9.95E-06,0.001103116
7.02E-06,0.00109639
5.27E-06,0.001093027
6.44E-06,0.001091345
6.44E-06,0.001089664
7.02E-06,0.001089664
7.02E-06,0.001087982
7.02E-06,0.001082937
7.02E-06,0.001076211
7.02E-06,0.001077893
8.19E-06,0.00107453
8.78E-06,0.001071166
1.05E-05,0.001069485
1.17E-05,0.00107453
1.46E-05,0.001077893
1.70E-05,0.001082937
1.76E-05,0.001082937
1.58E-05,0.001082937
1.29E-05,0.001082937
1.05E-05,0.001082937
1.05E-05,0.001093027
1.11E-05,0.001104798
1.05E-05,0.001116569
9.36E-06,0.001116569
8.19E-06,0.001104798
7.02E-06,0.001093027
8.19E-06,0.001087982
8.78E-06,0.001089664
8.78E-06,0.001094709
8.78E-06,0.001098072
8.78E-06,0.001082937
9.95E-06,0.001087982
1.17E-05,0.001093027
1.29E-05,0.001099753
1.29E-05,0.001103116
1.23E-05,0.001098072
1.17E-05,0.001093027
1.70E-05,0.001126659
1.64E-05,0.001141793
1.40E-05,0.001151882
1.17E-05,0.00116029
1.23E-05,0.001151882
1.17E-05,0.00113843
1.17E-05,0.001124977
7.61E-06,0.001109843
4.10E-06,0.001089664
4.10E-06,0.001071166
4.10E-06,0.001052669
2.93E-06,0.00103249
2.34E-06,0.001024082
1.76E-06,0.001017356
1.17E-06,0.00101063
1.17E-06,0.00101063
1.17E-06,0.001027445
1.76E-06,0.001045943
1.17E-06,0.001062758
1.17E-06,0.001087982
1.17E-06,0.001119932
5.85E-07,0.001150201
1.17E-06,0.001180469
1.17E-06,0.00122419
1.17E-06,0.001267911
5.85E-07,0.001301543
5.85E-07,0.001303224
5.85E-07,0.001283045
5.85E-07,0.001262866
5.85E-07,0.001261185
5.85E-07,0.001304906
5.85E-07,0.001363761
5.85E-07,0.001419253
0,0.001439432
0,0.001499969
0,0.001560506
0,0.001580685
0,0.001547053
0,0.001530238
0,0.001510059
0,0.001442796
0,0.001348627
0,0.001251095
0,0.001161972
0,0.001145156
0,0.001116569
0,0.001084619
0,0.001072848
0,0.001077893
0,0.001082937
0,0.001084619
0,0.00107453
0,0.001027445
0,0.000975316
0,0.000934958
0,0.000938322
0,0.000914779
0,0.000889556
0,0.000884511
0,0.000882829
0,0.00087274
0,0.00086265
0,0.000877785
0,0.000897964
0,0.000916461
0,0.000933277
0,0.000941685
0,0.000950093
0,0.000960182
0,0.000966908
0,0.000963545
0,0.000955137
0,0.000948411
0,0.000983724
0,0.001019037
0,0.001052669
0,0.001077893
0,0.001103116
0,0.00112834
0,0.001113206
0,0.00107453
0,0.001035853
0,0.000998858
0,0.000966908
0,0.00093664
0,0.000906372
0,0.000901327
0,0.000913098
0,0.000897964
0,0.000884511
0,0.000879466
0,0.000886193
0,0.000896282
0,0.000903008
0,0.000899645
0,0.000926551
0,0.000953456
0,0.000963545
0,0.000946729
0,0.000924869
0,0.000901327
0,0.000859287
0,0.000807158
0,0.000755029
0,0.000709627
0,0.00068104
0,0.000644045
0,0.000608732
0,0.000586871
0,0.000576782
0,0.000565011
0,0.000551558
0,0.000528016
0,0.000531379
0,0.000534742
0,0.000531379
0,0.00052129
0,0.000519608
0,0.000519608
0,0.000516245
0,0.000512882
0,0.000509519
0,0.000504474
0,0.0005112
0,0.000501111
0,0.000491021
0,0.000484295
0,0.000477569
0,0.000472524
0,0.000467479
0,0.000460753
0,0.000464116
0,0.000469161
0,0.000474206
0,0.000480932
0,0.000491021
0,0.000501111
0,0.000519608
0,0.000529698
0,0.000524653
0,0.000519608
0,0.000502792
0,0.000472524
0,0.000438892
0,0.000401898
0,0.000359858
0,0.000332953
0,0.000309411
0,0.000292595
0,0.000285869
0,0.000280824
0,0.000275779
0,0.000270734
0,0.000269053
0,0.000269053
0,0.000267371
0,0.00026569
0,0.00026569
0,0.000267371
0,0.000267371
0,0.00026569
0,0.000264008
0,0.000260645
0,0.000257282
0,0.000253919
0,0.000252237
0,0.000253919
0,0.000257282
0,0.000260645
0,0.000264008
0,0.000267371
0,0.000267371
0,0.000269053
0,0.000269053
0,0.000272416
0,0.000274098
0,0.000274098
0,0.000274098
0,0.000275779
0,0.000277461
0,0.000275779
0,0.000272416
0,0.000269053
0,0.000267371
0,0.000270734
0,0.000272416
0,0.000274098
0,0.000299321
0,0.000324545
0,0.000327908
0,0.000331271
0,0.000327908
0,0.000331271
0,0.000336316
0,0.000343042
0,0.00035145
0,0.000358177
0,0.000364903
0,0.000369948
0,0.000373311
0,0.000373311
0,0.000374992
0,0.000381719
0,0.000390127
0,0.000398534
0,0.000400216
0,0.00039349
0,0.000408624
0,0.00042544
0,0.000427121
0,0.000430484
0,0.000438892
0,0.0004473
0,0.000442256
0,0.000435529
0,0.000430484
0,0.000427121
0,0.000423758
0,0.000422077
0,0.000420395
0,0.000418713
0,0.000420395
0,0.000422077
0,0.000422077
0,0.000422077
0,0.000423758
0,0.000423758
0,0.000437211
0,0.000464116
0,0.000491021
0,0.000516245
0,0.000519608
0,0.000522971
0,0.000524653
0,0.000528016
0,0.000528016
0,0.000524653
0,0.00052129
0,0.000519608
0,0.00052129
0,0.000522971
0,0.000524653
0,0.000531379
0,0.000534742
0,0.000538106
0,0.000541469
0,0.00054315
0,0.000541469
0,0.000538106
0,0.000536424
0,0.000531379
0,0.000524653
0,0.000519608
0,0.000507837
0,0.000499429
0,0.000487658
0,0.000477569
0,0.000469161
0,0.000460753
0,0.000452345
0,0.000445619
0,0.000437211
0,0.000428803
0,0.000422077
0,0.000417032
0,0.000411987
0,0.000406942
0,0.000401898
0,0.000400216
0,0.000398534
0,0.00039349
0,0.000388445
0,0.000381719
0,0.000376674
0,0.000373311
0,0.000371629
0,0.000368266
0,0.000364903
0,0.000359858
0,0.000353132
0,0.000346405
0,0.000341361
0,0.000341361
0,0.000341361
0,0.000343042
0,0.000343042
0,0.000341361
0,0.000339679
0,0.000337998
0,0.000332953
0,0.000326226
0,0.000321182
0,0.000311092
0,0.000302684
0,0.000294276
0,0.000285869
0,0.000279142
0,0.000275779
0,0.000272416
0,0.000269053
0,0.000269053
0,0.000269053
0,0.000267371
0,0.000267371
